StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q61,Q29,Q27,Q51,Q52,Q53,Q31,Q30,Q33,Q34,Q32,Q35,Q36,Q37,Q38,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q55,Q56,Q40,Q41,Q42,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q44,Q45,Q6,Q50,Q9,Q25,Q16,Q17,Q46,Q47,Q60,Q65,Q28,Q57,Q58,Q59,Q18,Q19,Q23,Q48,Q49
2025-11-24 14:42:37,2025-11-24 16:48:22,IP Address,100,7545,True,2025-11-24 16:48:23,R_7ZH97eZAKdTtIel,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,No change in desire,Increased desire,Yes,,,,,,,,,,2,3,1,4,6,5,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Might or might not,"I'm thinking about pursuing a graduate degree to gain more benefits like a higher salary, better opportunities, future promotions to get to where I want to get career wise.",,,,,,,,,,,,Neutral,"It's not a good or bad thing. If you think about it, it basically requires the same amount of years with both options.",The graduate program could add more classes in areas like data analytics or audit technology so students are better prepared for the new CPA pathway. It might also help to offer short certificate type options that let students build skills and meet requirements at the same time. Career services could partner closely with firms that are adjusting to the new CPA changes and offer workshops to guide students through the process. Course maps could also be provided to make it easier for students to understand which classes support each CPA pathway.,Neither attractive nor unattractive,Full-time,Accounting,No,No,Texas,31,No,,,,,,,,
2025-11-24 18:38:50,2025-11-24 18:51:27,IP Address,100,756,True,2025-11-24 18:51:27,R_3N86Y1mmTnLwsfo,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,No change in desire,No,,,,,,,,,,1,2,3,4,5,6,7,Very important,Very important,Very important,Extremely important,Very important,Extremely important,Very important,Very important,Probably yes,"I have thought a lot about graduate school and if it was cheaper I would no doubt go, but I have to work full time hours to pay for my expenses and school now. If I were to attend the graduate school I want, I would have to pay double, almost triple the amount I am right which I can't afford. ",,,,,,,,,,,,Very Positive,I believe that hands on experience is what helps grow your knowledge the most so an additional year of experience I think would be more helpful than the college hours.,,Very attractive,Full-time,Accounting,Yes,No,Texas,24,No,,,,,,,,
2025-11-24 21:26:42,2025-11-24 21:28:37,IP Address,100,115,True,2025-11-24 21:28:37,R_7Bnivr28G301zui,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,No change in desire,No,,,,,,,,,,2,3,4,5,6,1,7,Slightly important,Moderately important,Very important,Slightly important,Moderately important,Very important,Slightly important,Moderately important,Probably not,,,,,,,,,,,,,Neutral,,,Neither attractive nor unattractive,Full-time,Other Business / Non-accounting,No,No,Texas,22,No,,,,,,,,
2025-11-25 09:03:15,2025-11-25 09:23:16,IP Address,100,1200,True,2025-11-25 09:23:16,R_1nZRoQoKmAExiMd,anonymous,EN,Yes,Very likely,Graduate,,,,Yes,It was a significant factor among others in my decision to pursue a graduate program.,Somewhat agree,Neither agree nor disagree,It is a requirement for most upper level jobs.,,,Somewhat satisfied,I am getting knowledge that should help in both the CPA exam and in my job.,2,1,3,4,6,5,7,Extremely important,Moderately important,Moderately important,Very important,Slightly important,Moderately important,Very important,Very important,,,Neither agree nor disagree,It looks good to companies that you have higher education.,Controller and above (like CFO),1,3,5,2,6,4,Probably yes,My thoughts were if I invest in my education now then in the future I should make up the income afterwards plus the years of real work experience,Somewhat Positive,Getting the credit hours can be hard so the alternative is a nice option. We are all going to work for a long time anyways so the extra years of work experience will come regardless,Only thing I can really thing of is having more opportunities for students to learn what the requirements are for the CPA exam. Getting them connected to the proper resources will help their confidents going into filling out the letter of intent as well as the exams themselves.,Very attractive,Part-time,Other Business / Non-accounting,Yes,No,Texas,27,No,Fully or mostly online,MAcc,I needed more accounting hours,No,Yes,0,No,No
2025-11-25 09:28:32,2025-11-25 09:35:23,IP Address,100,410,True,2025-11-25 09:35:23,R_7fa7ayrLPwKvP91,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,3,6,5,4,1,2,7,Slightly important,Extremely important,Extremely important,Extremely important,Moderately important,Extremely important,Extremely important,Extremely important,Definitely yes,I think that obtaining a masters degree will increase my chances of obtaining a higher paying job than I would with my bachelors degree. Tuition cost is not really a factor because I think the benefits of having a masters degree will make that up quickly.,,,,,,,,,,,,Very Positive,I think that hands on experience is far more valuable than more schooling.,Making a course specifically for CPA test prep a requirement would make getting a graduate degree more appealing.,Very attractive,Full-time,Accounting,Yes,No,Texas,37,No,,,,,,,,
2025-11-25 08:57:45,2025-11-25 09:37:50,IP Address,100,2404,True,2025-11-25 09:37:51,R_1lyQoNeFmRV18Kw,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,1,2,3,4,5,6,7,Extremely important,Extremely important,Moderately important,Very important,Moderately important,Extremely important,Very important,Very important,Probably yes,"I think that attending graduate school offers many important benefits, such as gaining more advanced experience in the field, increasing future earning potential, expanding professional networks, and creating opportunities for career advancement. However, they're also challenges to consider. For instance, pursuing graduate school may lead to reduced income since many students need to cut back on work hours to manage coursework and academic responsibilities. Also, graduate school can be difficult to balance with other major life goals, such as starting a family, purchasing a home, to beginning a business, which means it may limit personal growth in other areas during that time. ",,,,,,,,,,,,Somewhat Positive,"I think this alternative pathway is somewhat more flexible and convenient because it allows you to pursue CPA license with fewer credit hours. Although it now requires two years of experience, it offers the advantage of entering the workforce earlier, gaining practical knowledge that prepares you for the CPA exam, and doing all of this while earning an income. ",,Very attractive,Full-time,Accounting,No,No,Texas,27,No,,,,,,,,
2025-11-25 10:08:18,2025-11-25 10:19:29,IP Address,100,671,True,2025-11-25 10:19:30,R_6hi7BgvZC7xGa1n,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,4,3,1,2,5,7,6,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Very important,Very important,Very important,Probably yes,,,,,,,,,,,,,Somewhat Positive,,,Very attractive,Full-time,Accounting,No,No,Texas,21,No,,,,,,,,
2025-11-25 19:09:43,2025-11-25 20:11:43,IP Address,100,3720,True,2025-11-25 20:11:43,R_5L6DnOn3NSCVkoV,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was the primary factor in my decision to pursue a graduate program.,Strongly agree,Neither agree nor disagree,"I feel like having a graduate degree will also help my resume be a bit more distinguished, as opposed to having just a bachelor's degree like most people.",Extremely likely,"I would have still chosen to pursue a graduate degree regardless because I feel that companies and managers, for better or worse, still value a resume with high credentials and this can help you get your foot in the door. It also shows how dedicated you are to your career because just because you are taking graduate courses doesn't mean you don't maintain a job already where you are gaining experience in this field as well. ",,,6,5,1,4,2,3,7,Extremely important,Very important,Very important,Extremely important,Very important,Extremely important,Very important,Extremely important,,,Somewhat agree,"It provides you with more experience and practice in this field, it improves your resume, and provides you with an opportunity to engage with your academic community.",CPA and certain management positions.,1,4,5,2,6,3,Probably yes,I have tried to balance the costs and benefits of pursuing a graduate degree through saving money by living at home until I graduate while maintaining a full time job as a staff accountant in order for me to implement the skills I learn in my graduate courses.,Very Positive,"While I still believe that a graduate degree is highly beneficial, if someone is able to pursue and pass the CPA exam by a quicker means they should pursue that.",I would recommend implementing courses that directly prepare you to pass the CPA exam.,Somewhat attractive,Full-time,Accounting,Yes,No,Texas,23,No,Fully or mostly online,MAcc,I found the MAcc to be the closest relating to my field of study.,Yes,Yes,0,No,No
2025-11-26 09:19:06,2025-11-26 09:38:36,IP Address,100,1170,True,2025-11-26 09:38:36,R_6zuRu89GbBubf0m,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,3,1,2,4,5,6,7,Very important,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Probably yes,"I personally have spent quite a bit of money on schooling and I believe it takes a lot of work and experience after graduate school to achieve the salary you went to school for. In my opinion, to spend even more money on school to maybe achieve a high paying job just doesn't seem worth it.",,,,,,,,,,,,Very Positive,I think this would be a positive outcome because companies are looking for people with experience rather than just schooling. We should learn everything we need to for our career in 4 years and then truly start learning by getting work experience. There is a major difference between learning something on paper than actually getting to experience it.,,Very attractive,Full-time,Accounting,No,No,Texas,23,No,,,,,,,,
2025-11-26 11:19:15,2025-11-26 11:26:26,IP Address,100,431,True,2025-11-26 11:26:26,R_1CHJqoOKeVUosZv,anonymous,EN,Yes,Very unlikely,Undergraduate,No change in desire,Increased desire,No,,,,,,,,,,2,3,1,5,6,4,7,Moderately important,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Moderately important,Very important,Might or might not,"I believe that graduate school could be very beneficial, however for my particular career interest there are certifications that are cheaper or more focused on exactly what I want to do. For me the availability and price of extra credentials that are available outweigh the cost of grad school for me.",,,,,,,,,,,,Very Positive,I think that creating a pathway that gives more work experience and less school is good because ultimately there are classes that need to be trimmed off of other programs in my opinion and I think it would greatly benefit the program. All in all I see the same for the CPA and believe it will be a good change.,"I am not super knowledgable on this so I do not have a great answer, but I think that giving students the ability to connect with professionals in the space and network would be very beneficial.",Very attractive,Full-time,Other Business / Non-accounting,No,No,Texas,22,No,,,,,,,,
2025-11-26 11:27:37,2025-11-26 11:31:12,IP Address,100,215,True,2025-11-26 11:31:12,R_3z5BoGoAaluWPz6,anonymous,EN,Yes,Very unlikely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,2,3,1,5,6,4,7,Very important,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Moderately important,Extremely important,Might or might not,"I think for me personally, the availability of credentials in the space I want to pursue and the price of these credentials outweighs the cost and benefits of graduate school.",,,,,,,,,,,,Somewhat Positive,I think that making it shorter to excel students into the workforce faster is a great change.,I think that providing a lot of networking opportunities and help with finding jobs and internships would be the biggest change.,Very attractive,Part-time,Other Business / Non-accounting,No,No,Texas,22,No,,,,,,,,
2025-11-26 18:04:17,2025-11-26 18:26:49,IP Address,100,1352,True,2025-11-26 18:26:50,R_6rTw7kleugtvyRX,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,5,7,2,1,3,4,6,Extremely important,Slightly important,Slightly important,Moderately important,Moderately important,Very important,Slightly important,Slightly important,Might or might not,I haven't really thought of going to a graduate school until this year but I know that with graduate school that the salary would be higher.,,,,,,,,,,,,Neutral,"I just feel that the alternative is quite balanced but its basically the same thing. An extra 30 hours equals a year of work so it equals out. ","I haven't put much thought into the graduate plans, but I do hope that it is really accommodating to the students since it is the higher form of education.",Somewhat attractive,Full-time,Accounting,No,No,Texas,23,No,,,,,,,,
2025-11-27 13:00:45,2025-11-27 13:07:01,IP Address,100,376,True,2025-11-27 13:07:02,R_1JWOTQoZdqyt8vY,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,1,2,3,4,6,5,7,Very important,Moderately important,Moderately important,Very important,Very important,Extremely important,Very important,Moderately important,Probably not,"With a graduate degree, salary increase is slightly better than an undergraduate, but overall a considerable amount of time and money unless provided a scholarship covering costs.",,,,,,,,,,,,Very Positive,"I personally value hands-on experience over traditional education in which both are important, but hands-on experience tends to be more transferrable.",It could include a paid internship dedicated into the program to gain the 1 yr requirement while still in school.,Neither attractive nor unattractive,Full-time,Accounting,No,No,Texas,20,No,,,,,,,,
2025-11-28 11:18:37,2025-11-28 11:31:03,IP Address,100,745,True,2025-11-28 11:31:03,R_1mU7CV1Gfan2vj4,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was the primary factor in my decision to pursue a graduate program.,Somewhat agree,Somewhat agree,Wanting to have a masters degree.,Extremely likely,"I would have still pursued a masters degree, but it probably would have been in a different subject.",,,,,,,,,,Moderately important,Extremely important,Extremely important,Very important,Slightly important,Extremely important,Extremely important,Extremely important,,,Somewhat agree,"It allows you to focus and understand more of the guidelines, which you may not get to do in your career, depending on your specialty.",More auditing and forensic accounting options since they are more research based. Also higher level roles at quicker rate.,,,,,,,Might or might not,It is a stepping stone for me to get into a PhD program.,Somewhat Positive,"It is nice that people don't have to spend more money on schooling, as many of us need to work to survive and if you can pass the exam without those extra 30 hours then you deserve the title anyways.","Help more with career services and offer more licenses during the graduate program, which will incentivize people to join.",Somewhat attractive,Full-time,Other Non-business,No,No,Texas,23,No,Fully or mostly online,MAcc,I wanted a degree in accounting as my undergraduate degree is in the STEM field,No,No,2,No,No
2025-11-22 11:04:09,2025-11-22 13:22:19,IP Address,60,8290,False,2025-11-29 13:22:47,R_5lrYtCqcvwBAYPz,anonymous,EN,Yes,Somewhat unlikely,Graduate,,,,No,It was a minor factor in my decision to pursue a graduate program.,Somewhat agree,Strongly agree,,Neither likely nor unlikely,"I do not plan to become a CPA, Instead I am looking to become an auditor. ",,,1,2,3,5,4,6,7,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,,Neither agree nor disagree,,,1,5,2,3,4,6,Probably yes,,,,,,,,,,,,,,,,,,,,
2025-11-30 07:22:28,2025-11-30 07:36:03,IP Address,100,815,True,2025-11-30 07:36:04,R_3Y9BITnEhvDZkX4,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,1,2,4,3,6,5,7,Extremely important,Very important,Very important,Very important,Extremely important,Very important,Moderately important,Very important,Probably yes,"I am seeking to attend a low cost grad school program with online flexibility, hopefully allowing me to continue full time employment while enrolled. This would minimize the direct cost of attendance from tuition and lost income, however I am still delaying starting my career by at least one more year which is a significant cost. 

The decision to attend online does also have some intangible costs related to enrichment, networking, and quality of learning that are important to consider. In my case, I determined qualifying to take the CPA exam and the higher expected salary after graduation to outweigh these costs.",,,,,,,,,,,,Somewhat Positive,"I value the benefit of actual work experience very highly and I think this is a good direction for the industry as a whole. In my case, the change came too late to adjust my plans and I cannot fully take advantage of this change. ","The graduate program should still split its efforts between professional development and exam prep. The CPA exam is challenging and tests much more content than an aspiring CPA is likely to encounter during one additional year of on the job experience. Preparing for the exam is still one of the biggest advantages of a graduate program. Professional development and networking opportunities are just as important as they have been, this has not changed as a result of new requirements. ",Very attractive,Full-time,Accounting,No,No,Texas,23,No,,,,,,,,
2025-11-30 09:24:45,2025-11-30 09:52:49,IP Address,100,1683,True,2025-11-30 09:52:50,R_5Cd5zY5aAgCV42w,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was the primary factor in my decision to pursue a graduate program.,Strongly agree,Strongly disagree,It was important to me to be more confident in my knowledge in the field of accounting.,Extremely likely,I would have needed to complete additional accounting course as my undergrad courses did not satisfy the alternative requirements.,,,4,5,1,6,2,3,7,Very important,Extremely important,Very important,Extremely important,Very important,Moderately important,Extremely important,Moderately important,,,Somewhat agree,It is valuable to the hiring managers and can make you a more attractive candidate.,Roles in leadership positions in accounting and beyond.,5,4,3,1,2,6,Probably yes,"I believe the cost of investing in education at any point in life will add value to your life. One must know how to apply this investment in the life by finding the right place that is in need of the value you have to offer. The cost will pay off because in the world, all entities need to know how where the money is coming from and going. Accounting is a profession that is needed across industries and therefore a graduate degree in accounting is a low-risk investment. I know that it will always be up to negotiate the dollar value of my accounting education.",Neutral,"While my education is very valuable to me, I think that I have learned far more from my actual work experience because it is real life situations that are more memorable than any case in any textbook. Getting to collaborate with other experience accountants/ auditors is incredibly valuable.","I think it is extremely important to focus on aspects of the changing field in the coursework as those may not be a huge focus with the on-the-job experience as many CPAs who are already working my not focus on training on data analytics, AI, etc. They may actually rely on the newer accountant to show up with strong technical and analytical skills.",Very attractive,Part-time,Other Business / Non-accounting,Yes,No,Texas,42,No,Fully or mostly online,MAcc,Eventually I would want to have my own clients outside of being an employee for someone else. This will add to my credibility and help me obtain valuable clients.,No,No,20,No,No
2025-11-30 14:30:57,2025-11-30 14:42:22,IP Address,100,685,True,2025-11-30 14:42:22,R_3uRO4AT7vfhpdrH,anonymous,EN,Yes,Somewhat likely,Undergraduate,No change in desire,Increased desire,No,,,,,,,,,,1,3,4,2,5,6,7,Moderately important,Very important,Extremely important,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Probably yes,"I think that the opportunity of attending grad school can open doors in the future and that it can potentially be a reason for a higher salary in the long run. ",,,,,,,,,,,,Somewhat Negative,"I would rather have to take more credit hours and have less work experience than to have less credit hours and more working. ","I'm not sure how the graduate program can be improved as I have not cross referenced the grad program and the CPA. ",Somewhat attractive,Full-time,Accounting,No,No,Texas,20,No,,,,,,,,
2025-12-01 09:37:29,2025-12-01 09:42:12,IP Address,100,282,True,2025-12-01 09:42:12,R_1N91YpTAWVR4rEA,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,2,1,4,6,3,5,7,Moderately important,Very important,Moderately important,Very important,Moderately important,Very important,Moderately important,Moderately important,Probably yes,"I thought about the loss of time to work/free time as a sacrifice to grad school ",,,,,,,,,,,,Somewhat Positive,I’m scared it lowers the needed expertise of a CPA license cause there’s a lot that goes into being a CPA but also this provides better level of entry to bridge the upcoming gap in experience that we’ll soon see in the accounting industry,N/A,Very attractive,Full-time,Accounting,Yes,No,Utah,20,No,,,,,,,,
2025-12-01 09:40:36,2025-12-01 09:43:44,IP Address,100,187,True,2025-12-01 09:43:44,R_5xL6TIcL52y45Hk,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,4,1,3,2,6,5,7,Extremely important,Moderately important,Slightly important,Extremely important,Slightly important,Moderately important,Extremely important,Very important,Probably yes,,,,,,,,,,,,,Neutral,"Because of major changes, I already had the 150 credits when I graduate with my bachelors so it doesn't really affect me. ",,Very attractive,Full-time,Accounting,Yes,No,Utah,23,No,,,,,,,,
2025-12-01 09:38:03,2025-12-01 09:45:50,IP Address,100,466,True,2025-12-01 09:45:50,R_3WYti0ehYutqcrn,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Significantly decreased desire,Yes,,,,,,,,,,6,1,4,7,5,2,3,Extremely important,Moderately important,Very important,Moderately important,Slightly important,Moderately important,Extremely important,Very important,Probably yes,"It costs so much to get a graduate degree,  and it doesn't matter if you have a CPA. I don't think it's worth it.  ",,,,,,,,,,,,Somewhat Positive,"Internships just got much more competitive,  and you have to be a great undergrad to compete with macc students. But i think that it's ultimately beneficial. ","More of a tax focus would be beneficial,  as well as more gangs on learning for auditing.  ",Not at all attractive,Full-time,Accounting,No,No,Utah,21,No,,,,,,,,
2025-12-01 09:46:06,2025-12-01 09:51:10,IP Address,100,303,True,2025-12-01 09:51:10,R_1dK9HbPhYs1nD7y,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,Significantly decreased desire,Yes,,,,,,,,,,4,3,1,2,5,7,6,Extremely important,Very important,Very important,Very important,Very important,Very important,Moderately important,Very important,Might or might not,"I was never planning to be an accountant or even get a CPA, I just liked accounting and wanted a degree that would be useful. I also wanted to graduate with my bachelor's ASAP, and with the new alternative CPA pathway, there's even less motivation for me to get my masters.",,,,,,,,,,,,Very Positive,"Id rather work and get paid to get a more realistic experience than pay to go to grad school. ",,Somewhat attractive,Full-time,Accounting,No,No,Utah,23,No,,,,,,,,
2025-12-01 09:47:56,2025-12-01 09:58:58,IP Address,100,661,True,2025-12-01 09:58:58,R_6mPSxVFwjwU0OPL,anonymous,EN,Yes,Very likely,Undergraduate,Significantly increased desire,No change in desire,Yes,,,,,,,,,,1,2,5,6,3,4,7,Extremely important,Moderately important,Moderately important,Very important,Moderately important,Extremely important,Extremely important,Moderately important,Might or might not,"I have always considered a MAcc. With the idea of pursuing and MBA or Law Degree down the line. With the new alternative pathway to CPA licensure. I already have 2 years of experience working beneath a CPA, and just need to finish the 120 credit hours. From what I have heard, the MAcc hasn’t helped students pass the CPA exams. The Becker study courses, etc. have been how students/professionals pass the exams. If the MAcc had classes that would directly relate to passing the CPA exams, I think the extra school/tuition costs would be worth it. But being married, and needing a full time job sooner, I would prefer the alternative track, and save money for a different future graduate program. ",,,,,,,,,,,,Very Positive,"I believe that we all get so much work experience while in our undergraduate here at UVU, that we have so much accounting experience that shouldn’t be ignored. ","I mentioned this in a previous answer. But I would 100% get my MAcc if the curriculum was geared towards each CPA exam, and helped students aim to pass them by the end of the program. Otherwise, I would prefer to enter the work force and study for the exams on my own. ",Somewhat attractive,Full-time,Accounting,Yes,No,Utah,24,No,,,,,,,,
2025-12-01 09:37:38,2025-12-01 10:22:03,IP Address,100,2664,True,2025-12-01 10:22:03,R_1rNDQff5HYjfxOI,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,Increased desire,Significantly decreased desire,Yes,,,,,,,,,,2,3,1,6,5,4,7,Extremely important,Extremely important,Extremely important,Very important,Very important,Extremely important,Extremely important,Very important,Might or might not,"I personally have not thought too much about it just because I know that getting a master’s degree after I get my bachelor’s isn’t in the cards for me yet. My main focus is being a mom, and accounting is more of a part-time thing for me. ",,,,,,,,,,,,Very Positive,"In many cases, I think that hands on work experience can be even more valuable than just sitting in a classroom. While I recognize that getting a master’s degree is beneficial as well, I just don’t think that is the right path for some people. But if they still have the knowledge and experience to pass the CPA exam without it, there’s no reason they shouldn’t be able to take it as well. ","I don’t know a lot about the program, so I’m not sure. ",Neither attractive nor unattractive,Full-time,Accounting,No,No,Utah,22,No,,,,,,,,
2025-12-01 10:18:35,2025-12-01 10:24:24,IP Address,100,348,True,2025-12-01 10:24:24,R_6dyQogMf1B7T5vN,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,2,1,3,4,5,6,7,Very important,Moderately important,Moderately important,Extremely important,Slightly important,Slightly important,Very important,Very important,Definitely yes,"I accounted for the future additional income that going to graduate school would allow and weighed that against the current cost of tuition. The expected benefit is higher, so I decided to go to graduate school.",,,,,,,,,,,,Somewhat Negative,"It made it seem less special, and I am worried it would decrease credibility.","I think specializations and a clear path to specific careers would make it seem more appealing to students. Especially if there were pathways directly to jobs and getting real world experience, then I think students would see a lot of value in that.",Very attractive,Full-time,Accounting,No,No,Utah,23,No,,,,,,,,
2025-12-01 10:21:00,2025-12-01 10:28:42,IP Address,100,462,True,2025-12-01 10:28:42,R_5raU1ZDrx7Wirlv,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,5,1,2,7,4,6,3,Extremely important,Moderately important,Extremely important,Extremely important,Very important,Very important,Extremely important,Extremely important,Definitely yes,"I have thought about going to graduate school right out of college, however the cost is significantly great, and I would love to have a year or 2 to gain experience working.",,,,,,,,,,,,Neutral,"I just feel pretty neutral about getting the CPA license, because I’m not sure if it is really needed for my specific goals",NA,Very attractive,Full-time,Accounting,No,No,Texas,22,No,,,,,,,,
2025-12-01 10:15:41,2025-12-01 10:30:43,IP Address,100,902,True,2025-12-01 10:30:43,R_5M35uhYR5g7JbpF,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,1,2,3,4,6,7,5,Very important,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Might or might not,"It comes down to opportunity cost in my opinion, if you are getting into the field and not really have a secured job you should be pursuing schooling and internship opportunities, since that's the field that you are going to going into, BUT if you are already in another field and would like to switch your path, it would be harder to make a move when you have a steady income at your current job or a potential job offer that it would not make sense on declining the opportunity to start a new path.",,,,,,,,,,,,Somewhat Positive,"Since people are going to have more time in the field they are going to see different scenarios that the test might ask you, basically more on hands experience.",I would say to look for more job/internship opportunities that start about the same time that the course start since it what we are learning in school go hand and hand with the job.,Very attractive,Part-time,Other Business / Non-accounting,No,No,Utah,26,No,,,,,,,,
2025-12-01 10:22:46,2025-12-01 10:38:58,IP Address,100,971,True,2025-12-01 10:38:58,R_1k1Ea79NE0lMzOz,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,Decreased desire,Yes,,,,,,,,,,1,2,3,6,5,4,7,Very important,Extremely important,Extremely important,Very important,Moderately important,Moderately important,Very important,Very important,Probably yes,"It's my understanding that some graduate programs are extremely costly, which I think would not be worth it anymore. But, considering that there are less costly options, and I am of the belief that more education is almost always good, I see attending grad school as a huge benefit and part of my plan. ",,,,,,,,,,,,Very Positive,"I think more options are great. Some people really don't like school, and I think it would be more beneficial to certain individuals to just enter the workforce sooner and take the alternative approach to qualifying for the CPA. Increased options are good. ","All I can say is I want the graduate program to help me be prepared for the world we are going to be working in. However, I'm an undergraduate student and have no experience in what the graduate program is really like. I don't have too much input to add for this section. ",Somewhat attractive,Full-time,Accounting,Yes,No,Utah,23,No,,,,,,,,
2025-12-01 11:10:35,2025-12-01 11:18:24,IP Address,100,468,True,2025-12-01 11:18:24,R_7OoY8gn6sH1WThM,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,Decreased desire,Yes,,,,,,,,,,2,3,1,5,4,6,7,Extremely important,Extremely important,Very important,Very important,Very important,Extremely important,Moderately important,Very important,Probably yes,,,,,,,,,,,,,Somewhat Positive,"I have always valued real life experience over class room experience. ",,Somewhat attractive,Full-time,Accounting,No,No,Utah,32,No,,,,,,,,
2025-12-01 11:27:14,2025-12-01 11:34:07,IP Address,100,413,True,2025-12-01 11:34:08,R_1VshO9I1cuPnV2n,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,1,2,3,4,5,6,7,Extremely important,Very important,Very important,Very important,Slightly important,Very important,Very important,Very important,Probably yes,"I personally see the value of grad school coming from the additional courses provided. I feel like there are not enough classes (tax classes for example), offered in the undergrad program and my incentive comes from being able to take those.",,,,,,,,,,,,Somewhat Positive,I always love more options! Getting my MACC at UVU is no longer an option for me so I'm grateful to have the option to just work an extra year under a CPA instead.,,Very attractive,Full-time,Accounting,Yes,No,Utah,24,No,,,,,,,,
2025-12-01 11:26:46,2025-12-01 11:37:34,IP Address,100,647,True,2025-12-01 11:37:34,R_7kcRhVytsywvnmq,anonymous,EN,Yes,Somewhat likely,Undergraduate,No change in desire,Increased desire,Yes,,,,,,,,,,1,2,6,5,4,3,7,Moderately important,Very important,Very important,Very important,Moderately important,Very important,Moderately important,Very important,Might or might not,"I always ask myself if the reward or a potentially high paying job is worth the risk of collecting more college debt. ",,,,,,,,,,,,Somewhat Positive,"Seems to be more focused on ""real world"" experience and less in class experience.",N/A,Very attractive,Full-time,Accounting,No,No,Utah,32,No,,,,,,,,
2025-12-01 11:43:46,2025-12-01 11:44:04,IP Address,100,18,True,2025-12-01 11:44:05,R_1gLxIXBBOcAk44k,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 11:44:07,2025-12-01 11:51:53,IP Address,100,465,True,2025-12-01 11:51:53,R_6OmkqSxRM6d1RSx,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Increased desire,Yes,,,,,,,,,,6,7,4,1,2,5,3,Moderately important,Slightly important,Slightly important,Moderately important,Slightly important,Moderately important,Slightly important,Very important,Definitely yes,"I have many mentors who have gone down the route. Im taking from example. ",,,,,,,,,,,,Very Positive,"I think school is great but i definitely feel like the extra on the job experience is really important to have. ",,Very attractive,Full-time,Accounting,No,No,Utah,22,No,,,,,,,,
